	 i = -1    	 yi = 1    	 xi = 0    	 h = 0.25    	 yi(1/2) = 2.05923    	 yi - yi(1/2) = -0.00850182    	 LEE = 0.00971636    	 c1 = 1    	 c2 = 0
	 i = 117    	 yi = 15.6989    	 xi = 1.53906    	 h = 0.0078125    	 yi(1/2) = 15.6989    	 yi - yi(1/2) = -7.21852e-09    	 LEE = 8.24973e-09    	 c1 = 6    	 c2 = 0
	 i = 118    	 yi = 15.9353    	 xi = 1.54688    	 h = 0.0078125    	 yi(1/2) = 15.9353    	 yi - yi(1/2) = -7.31015e-09    	 LEE = 8.35446e-09    	 c1 = 6    	 c2 = 0
	 i = 119    	 yi = 16.175    	 xi = 1.55469    	 h = 0.0078125    	 yi(1/2) = 16.175    	 yi - yi(1/2) = -7.40285e-09    	 LEE = 8.4604e-09    	 c1 = 6    	 c2 = 0
	 i = 120    	 yi = 16.418    	 xi = 1.5625    	 h = 0.0078125    	 yi(1/2) = 16.418    	 yi - yi(1/2) = -7.49664e-09    	 LEE = 8.56759e-09    	 c1 = 6    	 c2 = 0
	 i = 121    	 yi = 16.6645    	 xi = 1.57031    	 h = 0.0078125    	 yi(1/2) = 16.6645    	 yi - yi(1/2) = -7.59152e-09    	 LEE = 8.67602e-09    	 c1 = 6    	 c2 = 0
	 i = 122    	 yi = 16.9144    	 xi = 1.57812    	 h = 0.0078125    	 yi(1/2) = 16.9144    	 yi - yi(1/2) = -7.68751e-09    	 LEE = 8.78572e-09    	 c1 = 6    	 c2 = 0
	 i = 123    	 yi = 17.1678    	 xi = 1.58594    	 h = 0.0078125    	 yi(1/2) = 17.1678    	 yi - yi(1/2) = -7.78462e-09    	 LEE = 8.89671e-09    	 c1 = 6    	 c2 = 0
	 i = 124    	 yi = 17.4247    	 xi = 1.59375    	 h = 0.0078125    	 yi(1/2) = 17.4247    	 yi - yi(1/2) = -7.88286e-09    	 LEE = 9.00898e-09    	 c1 = 6    	 c2 = 0
	 i = 125    	 yi = 17.6852    	 xi = 1.60156    	 h = 0.0078125    	 yi(1/2) = 17.6852    	 yi - yi(1/2) = -7.98224e-09    	 LEE = 9.12256e-09    	 c1 = 6    	 c2 = 0
	 i = 126    	 yi = 17.9493    	 xi = 1.60938    	 h = 0.0078125    	 yi(1/2) = 17.9493    	 yi - yi(1/2) = -8.08278e-09    	 LEE = 9.23746e-09    	 c1 = 6    	 c2 = 0
	 i = 127    	 yi = 18.2171    	 xi = 1.61719    	 h = 0.0078125    	 yi(1/2) = 18.2171    	 yi - yi(1/2) = -8.18449e-09    	 LEE = 9.3537e-09    	 c1 = 6    	 c2 = 0
	 i = 128    	 yi = 18.4886    	 xi = 1.625    	 h = 0.0078125    	 yi(1/2) = 18.4886    	 yi - yi(1/2) = -8.28737e-09    	 LEE = 9.47128e-09    	 c1 = 6    	 c2 = 0
	 i = 129    	 yi = 18.7639    	 xi = 1.63281    	 h = 0.0078125    	 yi(1/2) = 18.7639    	 yi - yi(1/2) = -8.39146e-09    	 LEE = 9.59024e-09    	 c1 = 6    	 c2 = 0
	 i = 130    	 yi = 19.043    	 xi = 1.64062    	 h = 0.0078125    	 yi(1/2) = 19.043    	 yi - yi(1/2) = -8.49676e-09    	 LEE = 9.71058e-09    	 c1 = 6    	 c2 = 0
	 i = 131    	 yi = 19.3259    	 xi = 1.64844    	 h = 0.0078125    	 yi(1/2) = 19.3259    	 yi - yi(1/2) = -8.60327e-09    	 LEE = 9.83231e-09    	 c1 = 6    	 c2 = 0
	 i = 132    	 yi = 19.6128    	 xi = 1.65625    	 h = 0.0078125    	 yi(1/2) = 19.6128    	 yi - yi(1/2) = -8.71102e-09    	 LEE = 9.95545e-09    	 c1 = 6    	 c2 = 0
	 i = 133    	 yi = 19.9036    	 xi = 1.66406    	 h = 0.0078125    	 yi(1/2) = 19.9036    	 yi - yi(1/2) = -8.82001e-09    	 LEE = 1.008e-08    	 c1 = 6    	 c2 = 0
	 i = 134    	 yi = 20.1984    	 xi = 1.67188    	 h = 0.0078125    	 yi(1/2) = 20.1984    	 yi - yi(1/2) = -8.93027e-09    	 LEE = 1.0206e-08    	 c1 = 6    	 c2 = 0
	 i = 135    	 yi = 20.4973    	 xi = 1.67969    	 h = 0.0078125    	 yi(1/2) = 20.4973    	 yi - yi(1/2) = -9.0418e-09    	 LEE = 1.03335e-08    	 c1 = 6    	 c2 = 0
	 i = 136    	 yi = 20.8002    	 xi = 1.6875    	 h = 0.0078125    	 yi(1/2) = 20.8002    	 yi - yi(1/2) = -9.15463e-09    	 LEE = 1.04624e-08    	 c1 = 6    	 c2 = 0
	 i = 137    	 yi = 21.1074    	 xi = 1.69531    	 h = 0.0078125    	 yi(1/2) = 21.1074    	 yi - yi(1/2) = -9.26875e-09    	 LEE = 1.05929e-08    	 c1 = 6    	 c2 = 0
	 i = 138    	 yi = 21.4187    	 xi = 1.70312    	 h = 0.0078125    	 yi(1/2) = 21.4187    	 yi - yi(1/2) = -9.38419e-09    	 LEE = 1.07248e-08    	 c1 = 6    	 c2 = 0
	 i = 139    	 yi = 21.7343    	 xi = 1.71094    	 h = 0.0078125    	 yi(1/2) = 21.7343    	 yi - yi(1/2) = -9.50097e-09    	 LEE = 1.08582e-08    	 c1 = 6    	 c2 = 0
	 i = 140    	 yi = 22.0542    	 xi = 1.71875    	 h = 0.0078125    	 yi(1/2) = 22.0542    	 yi - yi(1/2) = -9.61909e-09    	 LEE = 1.09932e-08    	 c1 = 6    	 c2 = 0
	 i = 141    	 yi = 22.3785    	 xi = 1.72656    	 h = 0.0078125    	 yi(1/2) = 22.3785    	 yi - yi(1/2) = -9.73857e-09    	 LEE = 1.11298e-08    	 c1 = 6    	 c2 = 0
	 i = 142    	 yi = 22.7072    	 xi = 1.73438    	 h = 0.0078125    	 yi(1/2) = 22.7072    	 yi - yi(1/2) = -9.85943e-09    	 LEE = 1.12679e-08    	 c1 = 6    	 c2 = 0
	 i = 143    	 yi = 23.0404    	 xi = 1.74219    	 h = 0.0078125    	 yi(1/2) = 23.0404    	 yi - yi(1/2) = -9.98168e-09    	 LEE = 1.14076e-08    	 c1 = 6    	 c2 = 0
	 i = 144    	 yi = 23.3781    	 xi = 1.75    	 h = 0.0078125    	 yi(1/2) = 23.3781    	 yi - yi(1/2) = -1.01053e-08    	 LEE = 1.1549e-08    	 c1 = 6    	 c2 = 0
	 i = 145    	 yi = 23.7204    	 xi = 1.75781    	 h = 0.0078125    	 yi(1/2) = 23.7204    	 yi - yi(1/2) = -1.02304e-08    	 LEE = 1.16919e-08    	 c1 = 6    	 c2 = 0
	 i = 146    	 yi = 24.0673    	 xi = 1.76562    	 h = 0.0078125    	 yi(1/2) = 24.0673    	 yi - yi(1/2) = -1.03569e-08    	 LEE = 1.18365e-08    	 c1 = 6    	 c2 = 0
	 i = 147    	 yi = 24.4189    	 xi = 1.77344    	 h = 0.0078125    	 yi(1/2) = 24.4189    	 yi - yi(1/2) = -1.04849e-08    	 LEE = 1.19827e-08    	 c1 = 6    	 c2 = 0
	 i = 148    	 yi = 24.7754    	 xi = 1.78125    	 h = 0.0078125    	 yi(1/2) = 24.7754    	 yi - yi(1/2) = -1.06143e-08    	 LEE = 1.21306e-08    	 c1 = 6    	 c2 = 0
	 i = 149    	 yi = 25.1366    	 xi = 1.78906    	 h = 0.0078125    	 yi(1/2) = 25.1366    	 yi - yi(1/2) = -1.07452e-08    	 LEE = 1.22803e-08    	 c1 = 6    	 c2 = 0
	 i = 150    	 yi = 25.5027    	 xi = 1.79688    	 h = 0.0078125    	 yi(1/2) = 25.5027    	 yi - yi(1/2) = -1.08776e-08    	 LEE = 1.24316e-08    	 c1 = 6    	 c2 = 0
	 i = 151    	 yi = 25.8737    	 xi = 1.80469    	 h = 0.0078125    	 yi(1/2) = 25.8737    	 yi - yi(1/2) = -1.10116e-08    	 LEE = 1.25847e-08    	 c1 = 6    	 c2 = 0
	 i = 152    	 yi = 26.2498    	 xi = 1.8125    	 h = 0.0078125    	 yi(1/2) = 26.2498    	 yi - yi(1/2) = -1.1147e-08    	 LEE = 1.27395e-08    	 c1 = 6    	 c2 = 0
	 i = 153    	 yi = 26.6309    	 xi = 1.82031    	 h = 0.0078125    	 yi(1/2) = 26.6309    	 yi - yi(1/2) = -1.12841e-08    	 LEE = 1.28961e-08    	 c1 = 6    	 c2 = 0
	 i = 154    	 yi = 27.0171    	 xi = 1.82812    	 h = 0.0078125    	 yi(1/2) = 27.0171    	 yi - yi(1/2) = -1.14226e-08    	 LEE = 1.30544e-08    	 c1 = 6    	 c2 = 0
	 i = 155    	 yi = 27.4085    	 xi = 1.83594    	 h = 0.0078125    	 yi(1/2) = 27.4085    	 yi - yi(1/2) = -1.15628e-08    	 LEE = 1.32146e-08    	 c1 = 6    	 c2 = 0
	 i = 156    	 yi = 27.8051    	 xi = 1.84375    	 h = 0.0078125    	 yi(1/2) = 27.8051    	 yi - yi(1/2) = -1.17046e-08    	 LEE = 1.33766e-08    	 c1 = 6    	 c2 = 0
	 i = 157    	 yi = 28.2071    	 xi = 1.85156    	 h = 0.0078125    	 yi(1/2) = 28.2071    	 yi - yi(1/2) = -1.1848e-08    	 LEE = 1.35405e-08    	 c1 = 6    	 c2 = 0
	 i = 158    	 yi = 28.6145    	 xi = 1.85938    	 h = 0.0078125    	 yi(1/2) = 28.6145    	 yi - yi(1/2) = -1.1993e-08    	 LEE = 1.37062e-08    	 c1 = 6    	 c2 = 0
	 i = 159    	 yi = 29.0273    	 xi = 1.86719    	 h = 0.0078125    	 yi(1/2) = 29.0273    	 yi - yi(1/2) = -1.21396e-08    	 LEE = 1.38739e-08    	 c1 = 6    	 c2 = 0
	 i = 160    	 yi = 29.4456    	 xi = 1.875    	 h = 0.0078125    	 yi(1/2) = 29.4456    	 yi - yi(1/2) = -1.2288e-08    	 LEE = 1.40434e-08    	 c1 = 6    	 c2 = 0
	 i = 161    	 yi = 29.8694    	 xi = 1.88281    	 h = 0.0078125    	 yi(1/2) = 29.8694    	 yi - yi(1/2) = -1.2438e-08    	 LEE = 1.42149e-08    	 c1 = 6    	 c2 = 0
	 i = 162    	 yi = 30.299    	 xi = 1.89062    	 h = 0.0078125    	 yi(1/2) = 30.299    	 yi - yi(1/2) = -1.25897e-08    	 LEE = 1.43883e-08    	 c1 = 6    	 c2 = 0
	 i = 163    	 yi = 30.7342    	 xi = 1.89844    	 h = 0.0078125    	 yi(1/2) = 30.7342    	 yi - yi(1/2) = -1.27432e-08    	 LEE = 1.45636e-08    	 c1 = 6    	 c2 = 0
	 i = 164    	 yi = 31.1753    	 xi = 1.90625    	 h = 0.0078125    	 yi(1/2) = 31.1753    	 yi - yi(1/2) = -1.28984e-08    	 LEE = 1.4741e-08    	 c1 = 6    	 c2 = 0
	 i = 165    	 yi = 31.6221    	 xi = 1.91406    	 h = 0.0078125    	 yi(1/2) = 31.6221    	 yi - yi(1/2) = -1.30554e-08    	 LEE = 1.49204e-08    	 c1 = 6    	 c2 = 0
	 i = 166    	 yi = 32.0749    	 xi = 1.92188    	 h = 0.0078125    	 yi(1/2) = 32.0749    	 yi - yi(1/2) = -1.32141e-08    	 LEE = 1.51018e-08    	 c1 = 6    	 c2 = 0
	 i = 167    	 yi = 32.5338    	 xi = 1.92969    	 h = 0.0078125    	 yi(1/2) = 32.5338    	 yi - yi(1/2) = -1.33746e-08    	 LEE = 1.52853e-08    	 c1 = 6    	 c2 = 0
	 i = 168    	 yi = 32.9986    	 xi = 1.9375    	 h = 0.0078125    	 yi(1/2) = 32.9986    	 yi - yi(1/2) = -1.3537e-08    	 LEE = 1.54709e-08    	 c1 = 6    	 c2 = 0
	 i = 169    	 yi = 33.4697    	 xi = 1.94531    	 h = 0.0078125    	 yi(1/2) = 33.4697    	 yi - yi(1/2) = -1.37012e-08    	 LEE = 1.56585e-08    	 c1 = 6    	 c2 = 0
	 i = 170    	 yi = 33.9469    	 xi = 1.95312    	 h = 0.0078125    	 yi(1/2) = 33.9469    	 yi - yi(1/2) = -1.38673e-08    	 LEE = 1.58483e-08    	 c1 = 6    	 c2 = 0
	 i = 171    	 yi = 34.4305    	 xi = 1.96094    	 h = 0.0078125    	 yi(1/2) = 34.4305    	 yi - yi(1/2) = -1.40352e-08    	 LEE = 1.60403e-08    	 c1 = 6    	 c2 = 0
	 i = 172    	 yi = 34.9204    	 xi = 1.96875    	 h = 0.0078125    	 yi(1/2) = 34.9204    	 yi - yi(1/2) = -1.42051e-08    	 LEE = 1.62344e-08    	 c1 = 6    	 c2 = 0
	 i = 173    	 yi = 35.4167    	 xi = 1.97656    	 h = 0.0078125    	 yi(1/2) = 35.4167    	 yi - yi(1/2) = -1.43768e-08    	 LEE = 1.64307e-08    	 c1 = 6    	 c2 = 0
	 i = 174    	 yi = 35.9196    	 xi = 1.98438    	 h = 0.0078125    	 yi(1/2) = 35.9196    	 yi - yi(1/2) = -1.45505e-08    	 LEE = 1.66292e-08    	 c1 = 6    	 c2 = 0
	 i = 175    	 yi = 36.4291    	 xi = 1.99219    	 h = 0.0078125    	 yi(1/2) = 36.4291    	 yi - yi(1/2) = -1.47262e-08    	 LEE = 1.68299e-08    	 c1 = 6    	 c2 = 0
	 i = 176    	 yi = 36.9453    	 xi = 2    	 h = 0.0078125    	 yi(1/2) = 36.9453    	 yi - yi(1/2) = -1.49038e-08    	 LEE = 1.7033e-08    	 c1 = 6    	 c2 = 0
	 i = 177    	 yi = 37.4682    	 xi = 2.00781    	 h = 0.0078125    	 yi(1/2) = 37.4682    	 yi - yi(1/2) = -1.50835e-08    	 LEE = 1.72383e-08    	 c1 = 6    	 c2 = 0
	 i = 178    	 yi = 37.998    	 xi = 2.01562    	 h = 0.0078125    	 yi(1/2) = 37.998    	 yi - yi(1/2) = -1.52652e-08    	 LEE = 1.74459e-08    	 c1 = 6    	 c2 = 0
	 i = 179    	 yi = 38.5347    	 xi = 2.02344    	 h = 0.0078125    	 yi(1/2) = 38.5347    	 yi - yi(1/2) = -1.54489e-08    	 LEE = 1.76559e-08    	 c1 = 6    	 c2 = 0
	 i = 180    	 yi = 39.0784    	 xi = 2.03125    	 h = 0.0078125    	 yi(1/2) = 39.0784    	 yi - yi(1/2) = -1.56347e-08    	 LEE = 1.78682e-08    	 c1 = 6    	 c2 = 0
	 i = 181    	 yi = 39.6293    	 xi = 2.03906    	 h = 0.0078125    	 yi(1/2) = 39.6293    	 yi - yi(1/2) = -1.58226e-08    	 LEE = 1.80829e-08    	 c1 = 6    	 c2 = 0
	 i = 182    	 yi = 40.1873    	 xi = 2.04688    	 h = 0.0078125    	 yi(1/2) = 40.1873    	 yi - yi(1/2) = -1.60125e-08    	 LEE = 1.83e-08    	 c1 = 6    	 c2 = 0
	 i = 183    	 yi = 40.7525    	 xi = 2.05469    	 h = 0.0078125    	 yi(1/2) = 40.7525    	 yi - yi(1/2) = -1.62047e-08    	 LEE = 1.85196e-08    	 c1 = 6    	 c2 = 0
	 i = 184    	 yi = 41.3252    	 xi = 2.0625    	 h = 0.0078125    	 yi(1/2) = 41.3252    	 yi - yi(1/2) = -1.6399e-08    	 LEE = 1.87417e-08    	 c1 = 6    	 c2 = 0
	 i = 185    	 yi = 41.9052    	 xi = 2.07031    	 h = 0.0078125    	 yi(1/2) = 41.9052    	 yi - yi(1/2) = -1.65954e-08    	 LEE = 1.89662e-08    	 c1 = 6    	 c2 = 0
	 i = 186    	 yi = 42.4928    	 xi = 2.07812    	 h = 0.0078125    	 yi(1/2) = 42.4928    	 yi - yi(1/2) = -1.67941e-08    	 LEE = 1.91933e-08    	 c1 = 6    	 c2 = 0
	 i = 187    	 yi = 43.0881    	 xi = 2.08594    	 h = 0.0078125    	 yi(1/2) = 43.0881    	 yi - yi(1/2) = -1.6995e-08    	 LEE = 1.94229e-08    	 c1 = 6    	 c2 = 0
	 i = 188    	 yi = 43.691    	 xi = 2.09375    	 h = 0.0078125    	 yi(1/2) = 43.691    	 yi - yi(1/2) = -1.71981e-08    	 LEE = 1.9655e-08    	 c1 = 6    	 c2 = 0
	 i = 189    	 yi = 44.3017    	 xi = 2.10156    	 h = 0.0078125    	 yi(1/2) = 44.3017    	 yi - yi(1/2) = -1.74036e-08    	 LEE = 1.98898e-08    	 c1 = 6    	 c2 = 0
	 i = 190    	 yi = 44.9204    	 xi = 2.10938    	 h = 0.0078125    	 yi(1/2) = 44.9204    	 yi - yi(1/2) = -1.76113e-08    	 LEE = 2.01272e-08    	 c1 = 6    	 c2 = 0
	 i = 191    	 yi = 45.547    	 xi = 2.11719    	 h = 0.0078125    	 yi(1/2) = 45.547    	 yi - yi(1/2) = -1.78214e-08    	 LEE = 2.03673e-08    	 c1 = 6    	 c2 = 0
	 i = 192    	 yi = 46.1818    	 xi = 2.125    	 h = 0.0078125    	 yi(1/2) = 46.1818    	 yi - yi(1/2) = -1.80338e-08    	 LEE = 2.061e-08    	 c1 = 6    	 c2 = 0
	 i = 193    	 yi = 46.8247    	 xi = 2.13281    	 h = 0.0078125    	 yi(1/2) = 46.8247    	 yi - yi(1/2) = -1.82485e-08    	 LEE = 2.08555e-08    	 c1 = 6    	 c2 = 0
	 i = 194    	 yi = 47.4759    	 xi = 2.14062    	 h = 0.0078125    	 yi(1/2) = 47.4759    	 yi - yi(1/2) = -1.84657e-08    	 LEE = 2.11037e-08    	 c1 = 6    	 c2 = 0
	 i = 195    	 yi = 48.1354    	 xi = 2.14844    	 h = 0.0078125    	 yi(1/2) = 48.1354    	 yi - yi(1/2) = -1.86853e-08    	 LEE = 2.13547e-08    	 c1 = 6    	 c2 = 0
	 i = 196    	 yi = 48.8035    	 xi = 2.15625    	 h = 0.0078125    	 yi(1/2) = 48.8035    	 yi - yi(1/2) = -1.89074e-08    	 LEE = 2.16084e-08    	 c1 = 6    	 c2 = 0
	 i = 197    	 yi = 49.4801    	 xi = 2.16406    	 h = 0.0078125    	 yi(1/2) = 49.4801    	 yi - yi(1/2) = -1.91319e-08    	 LEE = 2.1865e-08    	 c1 = 6    	 c2 = 0
	 i = 198    	 yi = 50.1654    	 xi = 2.17188    	 h = 0.0078125    	 yi(1/2) = 50.1654    	 yi - yi(1/2) = -1.93589e-08    	 LEE = 2.21245e-08    	 c1 = 6    	 c2 = 0
	 i = 199    	 yi = 50.8595    	 xi = 2.17969    	 h = 0.0078125    	 yi(1/2) = 50.8595    	 yi - yi(1/2) = -1.95885e-08    	 LEE = 2.23868e-08    	 c1 = 6    	 c2 = 0
	 i = 200    	 yi = 51.5625    	 xi = 2.1875    	 h = 0.0078125    	 yi(1/2) = 51.5625    	 yi - yi(1/2) = -1.98206e-08    	 LEE = 2.26521e-08    	 c1 = 6    	 c2 = 0
	 i = 201    	 yi = 52.2745    	 xi = 2.19531    	 h = 0.0078125    	 yi(1/2) = 52.2745    	 yi - yi(1/2) = -2.00553e-08    	 LEE = 2.29204e-08    	 c1 = 6    	 c2 = 0
	 i = 202    	 yi = 52.9956    	 xi = 2.20312    	 h = 0.0078125    	 yi(1/2) = 52.9956    	 yi - yi(1/2) = -2.02926e-08    	 LEE = 2.31916e-08    	 c1 = 6    	 c2 = 0
	 i = 203    	 yi = 53.7259    	 xi = 2.21094    	 h = 0.0078125    	 yi(1/2) = 53.7259    	 yi - yi(1/2) = -2.05326e-08    	 LEE = 2.34658e-08    	 c1 = 6    	 c2 = 0
	 i = 204    	 yi = 54.4655    	 xi = 2.21875    	 h = 0.0078125    	 yi(1/2) = 54.4655    	 yi - yi(1/2) = -2.07752e-08    	 LEE = 2.37431e-08    	 c1 = 6    	 c2 = 0
	 i = 205    	 yi = 55.2146    	 xi = 2.22656    	 h = 0.0078125    	 yi(1/2) = 55.2146    	 yi - yi(1/2) = -2.10205e-08    	 LEE = 2.40235e-08    	 c1 = 6    	 c2 = 0
	 i = 206    	 yi = 55.9731    	 xi = 2.23438    	 h = 0.0078125    	 yi(1/2) = 55.9731    	 yi - yi(1/2) = -2.12686e-08    	 LEE = 2.43069e-08    	 c1 = 6    	 c2 = 0
	 i = 207    	 yi = 56.7414    	 xi = 2.24219    	 h = 0.0078125    	 yi(1/2) = 56.7414    	 yi - yi(1/2) = -2.15194e-08    	 LEE = 2.45936e-08    	 c1 = 6    	 c2 = 0
	 i = 208    	 yi = 57.5194    	 xi = 2.25    	 h = 0.0078125    	 yi(1/2) = 57.5194    	 yi - yi(1/2) = -2.17729e-08    	 LEE = 2.48834e-08    	 c1 = 6    	 c2 = 0
	 i = 209    	 yi = 58.3073    	 xi = 2.25781    	 h = 0.0078125    	 yi(1/2) = 58.3073    	 yi - yi(1/2) = -2.20293e-08    	 LEE = 2.51764e-08    	 c1 = 6    	 c2 = 0
	 i = 210    	 yi = 59.1051    	 xi = 2.26562    	 h = 0.0078125    	 yi(1/2) = 59.1051    	 yi - yi(1/2) = -2.22886e-08    	 LEE = 2.54726e-08    	 c1 = 6    	 c2 = 0
	 i = 211    	 yi = 59.9131    	 xi = 2.27344    	 h = 0.0078125    	 yi(1/2) = 59.9131    	 yi - yi(1/2) = -2.25507e-08    	 LEE = 2.57722e-08    	 c1 = 6    	 c2 = 0
	 i = 212    	 yi = 60.7314    	 xi = 2.28125    	 h = 0.0078125    	 yi(1/2) = 60.7314    	 yi - yi(1/2) = -2.28157e-08    	 LEE = 2.6075e-08    	 c1 = 6    	 c2 = 0
	 i = 213    	 yi = 61.56    	 xi = 2.28906    	 h = 0.0078125    	 yi(1/2) = 61.56    	 yi - yi(1/2) = -2.30836e-08    	 LEE = 2.63813e-08    	 c1 = 6    	 c2 = 0
	 i = 214    	 yi = 62.399    	 xi = 2.29688    	 h = 0.0078125    	 yi(1/2) = 62.399    	 yi - yi(1/2) = -2.33545e-08    	 LEE = 2.66909e-08    	 c1 = 6    	 c2 = 0
	 i = 215    	 yi = 63.2487    	 xi = 2.30469    	 h = 0.0078125    	 yi(1/2) = 63.2487    	 yi - yi(1/2) = -2.36284e-08    	 LEE = 2.70039e-08    	 c1 = 6    	 c2 = 0
	 i = 216    	 yi = 64.109    	 xi = 2.3125    	 h = 0.0078125    	 yi(1/2) = 64.109    	 yi - yi(1/2) = -2.39053e-08    	 LEE = 2.73203e-08    	 c1 = 6    	 c2 = 0
	 i = 217    	 yi = 64.9803    	 xi = 2.32031    	 h = 0.0078125    	 yi(1/2) = 64.9803    	 yi - yi(1/2) = -2.41853e-08    	 LEE = 2.76403e-08    	 c1 = 6    	 c2 = 0
	 i = 218    	 yi = 65.8625    	 xi = 2.32812    	 h = 0.0078125    	 yi(1/2) = 65.8625    	 yi - yi(1/2) = -2.44683e-08    	 LEE = 2.79638e-08    	 c1 = 6    	 c2 = 0
	 i = 219    	 yi = 66.7558    	 xi = 2.33594    	 h = 0.0078125    	 yi(1/2) = 66.7558    	 yi - yi(1/2) = -2.47545e-08    	 LEE = 2.82909e-08    	 c1 = 6    	 c2 = 0
	 i = 220    	 yi = 67.6603    	 xi = 2.34375    	 h = 0.0078125    	 yi(1/2) = 67.6603    	 yi - yi(1/2) = -2.50439e-08    	 LEE = 2.86216e-08    	 c1 = 6    	 c2 = 0
	 i = 221    	 yi = 68.5762    	 xi = 2.35156    	 h = 0.0078125    	 yi(1/2) = 68.5762    	 yi - yi(1/2) = -2.53364e-08    	 LEE = 2.89559e-08    	 c1 = 6    	 c2 = 0
	 i = 222    	 yi = 69.5036    	 xi = 2.35938    	 h = 0.0078125    	 yi(1/2) = 69.5036    	 yi - yi(1/2) = -2.56322e-08    	 LEE = 2.92939e-08    	 c1 = 6    	 c2 = 0
	 i = 223    	 yi = 70.4426    	 xi = 2.36719    	 h = 0.0078125    	 yi(1/2) = 70.4426    	 yi - yi(1/2) = -2.59312e-08    	 LEE = 2.96356e-08    	 c1 = 6    	 c2 = 0
	 i = 224    	 yi = 71.3934    	 xi = 2.375    	 h = 0.0078125    	 yi(1/2) = 71.3934    	 yi - yi(1/2) = -2.62335e-08    	 LEE = 2.99811e-08    	 c1 = 6    	 c2 = 0
	 i = 225    	 yi = 72.3561    	 xi = 2.38281    	 h = 0.0078125    	 yi(1/2) = 72.3561    	 yi - yi(1/2) = -2.65391e-08    	 LEE = 3.03304e-08    	 c1 = 6    	 c2 = 0
	 i = 226    	 yi = 73.3309    	 xi = 2.39062    	 h = 0.0078125    	 yi(1/2) = 73.3309    	 yi - yi(1/2) = -2.68481e-08    	 LEE = 3.06835e-08    	 c1 = 6    	 c2 = 0
	 i = 227    	 yi = 74.3178    	 xi = 2.39844    	 h = 0.0078125    	 yi(1/2) = 74.3178    	 yi - yi(1/2) = -2.71605e-08    	 LEE = 3.10406e-08    	 c1 = 6    	 c2 = 0
	 i = 228    	 yi = 75.317    	 xi = 2.40625    	 h = 0.0078125    	 yi(1/2) = 75.317    	 yi - yi(1/2) = -2.74763e-08    	 LEE = 3.14015e-08    	 c1 = 6    	 c2 = 0
	 i = 229    	 yi = 76.3288    	 xi = 2.41406    	 h = 0.0078125    	 yi(1/2) = 76.3288    	 yi - yi(1/2) = -2.77956e-08    	 LEE = 3.17664e-08    	 c1 = 6    	 c2 = 0
	 i = 230    	 yi = 77.3531    	 xi = 2.42188    	 h = 0.0078125    	 yi(1/2) = 77.3531    	 yi - yi(1/2) = -2.81184e-08    	 LEE = 3.21353e-08    	 c1 = 6    	 c2 = 0
	 i = 231    	 yi = 78.3902    	 xi = 2.42969    	 h = 0.0078125    	 yi(1/2) = 78.3902    	 yi - yi(1/2) = -2.84447e-08    	 LEE = 3.25082e-08    	 c1 = 6    	 c2 = 0
	 i = 232    	 yi = 79.4402    	 xi = 2.4375    	 h = 0.0078125    	 yi(1/2) = 79.4402    	 yi - yi(1/2) = -2.87746e-08    	 LEE = 3.28852e-08    	 c1 = 6    	 c2 = 0
	 i = 233    	 yi = 80.5032    	 xi = 2.44531    	 h = 0.0078125    	 yi(1/2) = 80.5032    	 yi - yi(1/2) = -2.91081e-08    	 LEE = 3.32664e-08    	 c1 = 6    	 c2 = 0
	 i = 234    	 yi = 81.5795    	 xi = 2.45312    	 h = 0.0078125    	 yi(1/2) = 81.5795    	 yi - yi(1/2) = -2.94453e-08    	 LEE = 3.36518e-08    	 c1 = 6    	 c2 = 0
	 i = 235    	 yi = 82.6691    	 xi = 2.46094    	 h = 0.0078125    	 yi(1/2) = 82.6691    	 yi - yi(1/2) = -2.97862e-08    	 LEE = 3.40413e-08    	 c1 = 6    	 c2 = 0
	 i = 236    	 yi = 83.7722    	 xi = 2.46875    	 h = 0.0078125    	 yi(1/2) = 83.7722    	 yi - yi(1/2) = -3.01307e-08    	 LEE = 3.44351e-08    	 c1 = 6    	 c2 = 0
	 i = 237    	 yi = 84.889    	 xi = 2.47656    	 h = 0.0078125    	 yi(1/2) = 84.889    	 yi - yi(1/2) = -3.04791e-08    	 LEE = 3.48333e-08    	 c1 = 6    	 c2 = 0
	 i = 238    	 yi = 86.0197    	 xi = 2.48438    	 h = 0.0078125    	 yi(1/2) = 86.0197    	 yi - yi(1/2) = -3.08313e-08    	 LEE = 3.52357e-08    	 c1 = 6    	 c2 = 0
	 i = 239    	 yi = 87.1643    	 xi = 2.49219    	 h = 0.0078125    	 yi(1/2) = 87.1643    	 yi - yi(1/2) = -3.11873e-08    	 LEE = 3.56426e-08    	 c1 = 6    	 c2 = 0
	 i = 240    	 yi = 88.3231    	 xi = 2.5    	 h = 0.0078125    	 yi(1/2) = 88.3231    	 yi - yi(1/2) = -3.15472e-08    	 LEE = 3.60539e-08    	 c1 = 6    	 c2 = 0
	 i = 241    	 yi = 89.4961    	 xi = 2.50781    	 h = 0.0078125    	 yi(1/2) = 89.4961    	 yi - yi(1/2) = -3.1911e-08    	 LEE = 3.64698e-08    	 c1 = 6    	 c2 = 0
